tx_id,sender,receiver,amount,gas_fee,timestamp,is_fraud,hour,amount_category,is_night,amount_cat,high_gas
58e262b9-6816-4656-a0e7-d9fa75dffce3,wallet_25,wallet_85,3.5108,0.00396,1776329826,0,8,high,0,2,0
9c5baeb2-6f1c-4599-b079-8bc24197e11b,wallet_93,wallet_86,0.6187,0.00572,1776329826,0,8,low,0,0,0
c65a8967-5f80-4b47-b535-a76c547a1fcb,wallet_69,wallet_55,0.5289,0.00491,1776329826,0,8,low,0,0,0
e6d6e082-938f-40c1-9f0a-bc8a16216f44,wallet_33,wallet_42,2.3883,0.00863,1776329826,0,8,medium,0,1,1
fc72cca8-a62c-49de-b863-c16613d3c454,wallet_92,wallet_91,3.8459,0.00703,1776329826,0,8,high,0,2,0
4b9c5700-1e4d-4af1-8caf-4e0366671c83,wallet_10,wallet_63,1.8194,0.00151,1776329826,0,8,medium,0,1,0
4e4b1a55-2acc-4fc7-8eb6-43ee01dd59d5,wallet_36,wallet_6,2.1792,0.00308,1776329826,0,8,medium,0,1,0
305ec2d7-ab5c-4308-a923-fb4338c4c5df,wallet_18,wallet_66,2.7959,0.00032,1776329826,0,8,medium,0,1,0
c086a989-7630-48c1-a58f-8859d92d1f33,wallet_50,wallet_57,1.5986,0.00721,1776329826,0,8,medium,0,1,0
e5881f85-6e77-4bf9-857f-ed1bd2cb03b0,wallet_24,wallet_83,2.1471,0.00021,1776329826,0,8,medium,0,1,0
73cbbf71-b033-4e96-800b-feb9ecbff233,wallet_12,wallet_1,2.9613,0.00581,1776329826,0,8,medium,0,1,0
27b63314-b9ab-4995-aae3-12a446a26dd7,wallet_27,wallet_4,2.2472,0.00845,1776329826,0,8,medium,0,1,1
7f829faa-483b-4a03-ae80-3df43617a6bf,wallet_3,wallet_95,0.4089,0.00293,1776329826,0,8,low,0,0,0
a30ae06b-c100-457b-97c9-0d6de8cd8c52,wallet_1,wallet_89,0.3033,0.00648,1776329826,0,8,low,0,0,0
53f03e5f-eda3-4c38-a44b-038a70b73b08,wallet_74,wallet_76,2.9459,0.00233,1776329826,0,8,medium,0,1,0
7d99814f-a6cb-41fc-a3ce-ef37a1683321,wallet_49,wallet_77,3.5366,0.00205,1776329826,0,8,high,0,2,0
f989b2d6-2ddc-4d82-9495-3ea335c04b3f,wallet_27,wallet_32,1.8344,0.00476,1776329826,0,8,medium,0,1,0
86aab558-784f-46d4-bb16-532b47c44740,wallet_4,wallet_45,4.409,0.00136,1776329826,0,8,high,0,2,0
1937bdca-8b52-4605-911e-e23d7d4e4f0e,wallet_92,wallet_90,0.4704,0.00015,1776329826,1,8,low,0,0,0
5cf53925-3396-439c-beef-a45732ed9f80,wallet_79,wallet_48,3.1863,0.00412,1776329826,0,8,high,0,2,0
7cf04a8b-e9f5-4947-a71c-943f9e5d28ec,wallet_93,wallet_79,2.6623,0.00964,1776329826,0,8,medium,0,1,1
7af6f73a-30c7-4d11-8770-d846d7de4abe,wallet_99,wallet_9,4.0486,0.0072,1776329826,0,8,high,0,2,0
1a2aedfc-7551-4692-8902-50fe90b36d26,wallet_10,wallet_62,3.2711,0.00881,1776329826,0,8,high,0,2,1
3db3740e-f183-4241-825d-da5d71242868,wallet_39,wallet_33,3.2561,0.00285,1776329826,0,8,high,0,2,0
5db363ca-d325-45db-9fe2-2a180a498786,wallet_57,wallet_55,3.0446,0.00749,1776329826,0,8,high,0,2,0
7c467bf6-024b-4206-9d6e-3dddfd33d250,wallet_75,wallet_50,2.989,0.00132,1776329826,0,8,medium,0,1,0
eac69b2b-52cd-4f50-9c9f-aee6d24d47b4,wallet_69,wallet_29,4.0585,0.0035,1776329826,0,8,high,0,2,0
f7f13d1e-47dc-4d55-ad28-56587969ab9e,wallet_18,wallet_41,2.8965,0.00133,1776329826,0,8,medium,0,1,0
ea6fccee-a089-4856-9306-0f43d4a43e6a,wallet_77,wallet_25,1.819,0.00065,1776329826,0,8,medium,0,1,0
9e3974ec-3789-40f5-acf2-0e9036bc0f25,wallet_86,wallet_14,3.7038,0.00699,1776329826,0,8,high,0,2,0
ed5a6c18-6ab4-4f39-a6ec-3328ad695dee,wallet_34,wallet_74,0.9354,0.00266,1776329826,0,8,low,0,0,0
a0ad0317-06f6-49c2-8c7d-dacb68f61165,wallet_25,wallet_66,2.0699,0.00945,1776329826,0,8,medium,0,1,1
c40e4d10-2119-4344-b984-eb12e27e2ed9,wallet_44,wallet_78,1.5488,0.00722,1776329826,0,8,medium,0,1,0
be2b1f2e-f031-45e7-b673-15e149f45350,fraud_wallet,wallet_83,1.601,0.00578,1776329826,1,8,medium,0,1,0
36cdf977-f037-4e3c-8dd7-afa00678786b,wallet_19,wallet_4,3.6019,0.00077,1776329826,0,8,high,0,2,0
49aaa52f-05ab-4051-9d04-bbae06a9cec2,wallet_74,wallet_94,0.8745,0.00804,1776329826,0,8,low,0,0,1
cbb77f67-f85e-4f63-aba6-cb62446e8d25,wallet_10,wallet_89,0.2704,0.00539,1776329826,0,8,low,0,0,0
2959b5aa-321a-417b-b02c-35a30b92167e,wallet_96,wallet_84,0.1507,0.00104,1776329826,0,8,low,0,0,0
fcf86d4d-a54d-430e-bd68-04df5693860f,fraud_wallet,wallet_86,2.5504,0.00777,1776329826,1,8,medium,0,1,0
6a7b8f95-b654-4ef7-863c-a96311cd9396,wallet_69,wallet_93,4.6355,0.00228,1776329826,1,8,high,0,2,0
7a31edc4-491f-4641-99e2-13343bdee82b,wallet_8,wallet_19,1.7422,0.00318,1776329826,0,8,medium,0,1,0
67d4bf30-0e83-4463-aa37-d7be3a95076b,wallet_12,wallet_20,4.1622,0.00414,1776329826,0,8,high,0,2,0
47efec12-a4da-45c9-b30e-07db6e4664d7,wallet_22,wallet_93,3.5709,0.00085,1776329826,0,8,high,0,2,0
43d54044-f675-47d3-81d0-16fb85c4e563,wallet_48,wallet_8,3.5336,0.00417,1776329826,0,8,high,0,2,0
e49a401a-e17b-4aa8-8063-f80635cbdd24,wallet_89,wallet_12,4.8309,0.00426,1776329826,1,8,high,0,2,0
a605331c-143f-42e6-bfb6-dda1004e7095,wallet_24,wallet_35,1.5393,0.00567,1776329826,0,8,medium,0,1,0
92376f11-9b0d-4f02-96cd-5b11ffaa6cbc,wallet_9,wallet_44,0.9462,0.00545,1776329826,0,8,low,0,0,0
20f5349d-9dd6-429e-9086-fb528cc0c680,wallet_14,wallet_67,3.3044,0.0099,1776329826,0,8,high,0,2,1
7276df1a-f47c-4fb0-80f0-6d3457edf701,wallet_72,wallet_88,4.8111,0.00285,1776329826,1,8,high,0,2,0
6e94e542-80ff-4920-ad55-9466d73e1c1a,wallet_38,wallet_29,4.7342,0.00519,1776329826,1,8,high,0,2,0
565142d9-e243-48f7-975f-643508828ac9,wallet_74,wallet_40,4.8449,0.0055,1776329826,1,8,high,0,2,0
0c512b78-6a90-4d8a-816f-3cbbb43fef17,wallet_34,wallet_52,3.8519,0.00822,1776329826,0,8,high,0,2,1
1e67fd9a-6e20-48da-bc08-bb83dd73e6e2,wallet_55,wallet_68,3.1591,0.00359,1776329826,0,8,high,0,2,0
547469de-a90d-402e-a7f8-2471709a0477,wallet_21,wallet_59,2.8905,0.00686,1776329826,0,8,medium,0,1,0
